Index,Micros,BMP,Temperature (°C),Pressure (hPa),Altitude (m),,,,,,
Index,Micros,GPS,Latitude,Longitude,Altitude,Speed,Satellites,,,,
Index,Micros,BNO,Yaw,Pitch,Roll,MagX,MagY,MagZ,AccX,AccY,AccZ
,,,,,,,,,,,
2133,182184618,BNO,-105.5,2.11,-6.22,-6,-63.19,-119.69,0.17,-0.06,0.51
2134,182238393,BMP390,20.75,1007.5,-0.58,,,,,,
2135,182297659,BNO,-105.5,2.11,-6.22,-7,-60,-116.38,0.17,-0.06,0.51
2136,182358036,GPS,0,0,0,0,0,0,,,
2137,182393056,BMP390,20.75,1007.5,-0.56,,,,,,
2138,182452242,BNO,-105.5,2.11,-6.22,-4.63,-60.81,-117.19,0.17,-0.06,0.51
2139,182507026,BMP390,20.75,1007.5,-0.59,,,,,,
2140,182566321,BNO,-105.5,2.11,-6.22,-4.63,-60.81,-117.19,0.15,0.15,0.39
2141,182627052,GPS,0,0,0,0,0,0,,,
2142,182663782,BMP390,20.75,1007.5,-0.54,,,,,,
2143,182723038,BNO,-107.27,3.34,-8.81,-4.63,-60.81,-117.19,0.15,0.15,0.39
2144,182776191,BMP390,20.75,1007.5,-0.53,,,,,,
2145,182835451,BNO,-106.96,3.22,-9.41,-4.63,-60.81,-117.19,0.15,0.15,0.39
2146,182895452,GPS,0,0,0,0,0,0,,,
2147,182931456,BMP390,20.75,1007.5,-0.55,,,,,,
2148,182990685,BNO,-106.55,2.77,-8.82,-4.63,-60.81,-117.19,0.15,0.15,0.39
2149,183044778,BMP390,20.75,1007.5,-0.53,,,,,,
2150,183104057,BNO,-106.06,2.3,-8.47,-4.63,-60.81,-117.19,0.15,0.15,0.39
2151,183164478,GPS,0,0,0,0,0,0,,,
2152,183199509,BMP390,20.75,1007.5,-0.52,,,,,,
2153,183258725,BNO,-106.06,2.3,-8.47,-4.81,-58.44,-114.44,0.15,0.15,0.39
2154,183312486,BMP390,20.75,1007.5,-0.53,,,,,,
2155,183371746,BNO,-106.69,2.59,-10.1,-4.81,-58.44,-114.44,0.15,0.15,0.39
2156,183432381,GPS,0,0,0,0,0,0,,,
2157,183469944,BMP390,20.75,1007.51,-0.59,,,,,,
2158,183530131,BNO,-106.69,2.59,-10.1,-4.81,-58.44,-114.44,0.21,0.26,0.3
2159,183583174,BMP390,20.74,1007.5,-0.52,,,,,,
2160,183642410,BNO,-106.69,2.59,-10.1,-4.81,-58.44,-114.44,-0.05,0.55,-0.18
2161,183702436,GPS,0,0,0,0,0,0,,,
2162,183739136,BMP390,20.75,1007.5,-0.55,,,,,,
2163,183798373,BNO,-107.47,3.44,-7.81,-4.81,-58.44,-114.44,-0.05,0.55,-0.18
2164,183851655,BMP390,20.74,1007.51,-0.65,,,,,,
2165,183910941,BNO,-106.15,2.51,-5.24,-4.81,-58.44,-114.44,-0.05,0.55,-0.18
2166,183973347,GPS,0,0,0,0,0,0,,,
2167,184009510,BMP390,20.75,1007.51,-0.63,,,,,,
2168,184068725,BNO,-106.15,2.51,-5.24,-4.81,-58.44,-114.44,0.02,-0.16,0.04
2169,184121577,BMP390,20.74,1007.51,-0.64,,,,,,
2170,184180861,BNO,-106.15,2.51,-5.24,-4.81,-58.44,-114.44,-0.09,-0.1,0.11
2171,184241249,GPS,0,0,0,0,0,0,,,
2172,184277161,BMP390,20.75,1007.51,-0.6,,,,,,
2173,184336390,BNO,-105.17,1.82,-5.22,-4.81,-58.44,-114.44,-0.09,-0.1,0.11
2174,184389617,BMP390,20.74,1007.5,-0.56,,,,,,
2175,184450771,BNO,-105.17,1.82,-5.22,-4.81,-58.44,-114.44,0.22,-0.01,-0.62
2176,184510814,GPS,0,0,0,0,0,0,,,
2177,184546788,BMP390,20.74,1007.5,-0.52,,,,,,
2178,184606064,BNO,-105.3,1.77,-5.07,-4.81,-58.44,-114.44,0.22,-0.01,-0.62
2179,184659736,BMP390,20.74,1007.49,-0.49,,,,,,
2180,184719037,BNO,-105.09,1.67,-5.15,-4.81,-58.44,-114.44,0.22,-0.01,-0.62
2181,184779761,GPS,0,0,0,0,0,0,,,
2182,184815117,BMP390,20.74,1007.48,-0.41,,,,,,
2183,184874362,BNO,-104.84,1.53,-5.57,-4.81,-58.44,-114.44,0.22,-0.01,-0.62
2184,184928898,BMP390,20.74,1007.49,-0.44,,,,,,
2185,184988154,BNO,-104.84,1.53,-5.57,-4.81,-58.44,-114.44,0.35,-0.03,-0.4
2186,185048412,GPS,0,0,0,0,0,0,,,
2187,185085301,BMP390,20.74,1007.49,-0.48,,,,,,
2188,185144555,BNO,-105.9,2.32,-6.76,-4.81,-58.44,-114.44,0.35,-0.03,-0.4
2189,185196987,BMP390,20.74,1007.49,-0.43,,,,,,
2190,185256207,BNO,-105.9,2.32,-6.76,-6.31,-61.44,-116.56,0.35,-0.03,-0.4
2191,185316210,GPS,0,0,0,0,0,0,,,
2192,185352460,BMP390,20.74,1007.49,-0.44,,,,,,
2193,185413495,BNO,-106.54,2.64,-8.45,-6.31,-61.44,-116.56,0.35,-0.03,-0.4
2194,185469026,BMP390,20.74,1007.49,-0.47,,,,,,
2195,185528329,BNO,-107.18,3.16,-8.74,-6.31,-61.44,-116.56,0.35,-0.03,-0.4
2196,185589120,GPS,0,0,0,0,0,0,,,
2197,185624149,BMP390,20.74,1007.48,-0.42,,,,,,
2198,185683397,BNO,-107.18,3.16,-8.74,-6.31,-61.44,-116.56,-0.11,0.41,0.61
2199,185737035,BMP390,20.74,1007.49,-0.44,,,,,,
2200,185796318,BNO,-107.19,2.96,-8.82,-6.31,-61.44,-116.56,-0.11,0.41,0.61
2201,185856440,GPS,0,0,0,0,0,0,,,
2202,185894199,BMP390,20.74,1007.49,-0.5,,,,,,
2203,185953447,BNO,-107.71,2.62,-9.92,-6.31,-61.44,-116.56,-0.11,0.41,0.61
2204,186005776,BMP390,20.73,1007.5,-0.52,,,,,,
2205,186065015,BNO,-107.71,2.62,-9.92,-6.31,-61.44,-116.56,0.24,0.04,0.59
2206,186125050,GPS,0,0,0,0,0,0,,,
2207,186161359,BMP390,20.74,1007.49,-0.46,,,,,,
2208,186220573,BNO,-107.71,2.62,-9.92,-4.31,-58.81,-116.31,0.24,0.04,0.59
2209,186274906,BMP390,20.73,1007.49,-0.43,,,,,,
2210,186334150,BNO,-107.35,2.35,-10.8,-4.31,-58.81,-116.31,0.24,0.04,0.59
2211,186396443,GPS,0,0,0,0,0,0,,,
2212,186432222,BMP390,20.73,1007.5,-0.53,,,,,,
2213,186491531,BNO,-107.33,2.65,-8.91,-4.31,-58.81,-116.31,0.24,0.04,0.59
2214,186544641,BMP390,20.73,1007.5,-0.58,,,,,,
2215,186603924,BNO,-107.73,3.27,-9.71,-4.31,-58.81,-116.31,0.24,0.04,0.59
2216,186663961,GPS,0,0,0,0,0,0,,,
2217,186700016,BMP390,20.73,1007.5,-0.53,,,,,,
2218,186759292,BNO,-108.09,2.7,-9.87,-4.31,-58.81,-116.31,0.24,0.04,0.59
2219,186811452,BMP390,20.73,1007.5,-0.56,,,,,,
2220,186872527,BNO,-107.91,2.79,-8.62,-4.31,-58.81,-116.31,0.24,0.04,0.59
2221,186932574,GPS,0,0,0,0,0,0,,,
2222,186968238,BMP390,20.73,1007.5,-0.53,,,,,,
2223,187027467,BNO,-107.91,2.79,-8.62,-4.31,-58.81,-116.31,0.54,-0.02,-0.7
2224,187081766,BMP390,20.73,1007.51,-0.63,,,,,,
2225,187141071,BNO,-108.12,3.07,-10.16,-4.31,-58.81,-116.31,0.54,-0.02,-0.7
2226,187201879,GPS,0,0,0,0,0,0,,,
2227,187237595,BMP390,20.73,1007.51,-0.64,,,,,,
2228,187296887,BNO,-108.12,3.07,-10.16,-4.31,-58.81,-116.31,-0.04,-0.14,0.41
2229,187351892,BMP390,20.73,1007.52,-0.68,,,,,,
2230,187411211,BNO,-108.12,3.07,-10.16,-4.31,-58.81,-116.31,0.1,0.49,-0.34
2231,187471197,GPS,0,0,0,0,0,0,,,
2232,187507577,BMP390,20.73,1007.51,-0.64,,,,,,
2233,187566834,BNO,-108.12,3.07,-10.16,-4.31,-58.81,-116.31,-0.06,-0.55,0.33
2234,187619709,BMP390,20.73,1007.51,-0.61,,,,,,
2235,187678963,BNO,-108.12,3.07,-10.16,-3.38,-59.94,-117.81,-0.06,-0.55,0.33
2236,187739007,GPS,0,0,0,0,0,0,,,
2237,187774980,BMP390,20.73,1007.5,-0.59,,,,,,
2238,187835845,BNO,-108.75,3.1,-9.17,-3.38,-59.94,-117.81,-0.06,-0.55,0.33
2239,187889830,BMP390,20.73,1007.5,-0.57,,,,,,
2240,187949107,BNO,-108.75,3.1,-9.17,-3.38,-59.94,-117.81,0.41,-0.66,-1.16
2241,188009870,GPS,0,0,0,0,0,0,,,
2242,188045457,BMP390,20.73,1007.51,-0.59,,,,,,
2243,188104807,BNO,-108.75,3.1,-9.17,-2.75,-56.94,-115.19,0.41,-0.66,-1.16
2244,188158346,BMP390,20.73,1007.51,-0.61,,,,,,
2245,188217618,BNO,-108.75,3.1,-9.17,-2.75,-56.94,-115.19,0.57,0.31,-0.72
2246,188279548,GPS,0,0,0,0,0,0,,,
2247,188315602,BMP390,20.73,1007.51,-0.62,,,,,,
2248,188374910,BNO,-107.4,2.41,-7.47,-2.75,-56.94,-115.19,0.57,0.31,-0.72
2249,188426641,BMP390,20.72,1007.5,-0.58,,,,,,
2250,188485912,BNO,-107.12,2.1,-7.25,-2.75,-56.94,-115.19,0.57,0.31,-0.72
2251,188546171,GPS,0,0,0,0,0,0,,,
2252,188581803,BMP390,20.72,1007.5,-0.55,,,,,,
2253,188641096,BNO,-106.89,1.91,-6.99,-2.75,-56.94,-115.19,0.57,0.31,-0.72
2254,188695473,BMP390,20.72,1007.5,-0.58,,,,,,
2255,188754744,BNO,-106.93,1.89,-7.05,-2.75,-56.94,-115.19,0.57,0.31,-0.72
2256,188816861,GPS,0,0,0,0,0,0,,,
2257,188852502,BMP390,20.72,1007.5,-0.59,,,,,,
2258,188911738,BNO,-106.93,1.89,-7.05,-2.75,-56.94,-115.19,0.07,0.13,0.04
2259,188965516,BMP390,20.72,1007.5,-0.56,,,,,,
2260,189024798,BNO,-106.93,1.89,-7.05,-7.31,-62.63,-117.88,0.07,0.13,0.04
2261,189084811,GPS,0,0,0,0,0,0,,,
2262,189120560,BMP390,20.72,1007.5,-0.52,,,,,,
2263,189179787,BNO,-106.93,1.89,-7.05,-7.31,-61.19,-117.38,0.07,0.13,0.04
2264,189232868,BMP390,20.72,1007.5,-0.56,,,,,,
2265,189292606,BNO,-107.18,2.02,-7.35,-7.31,-61.19,-117.38,0.07,0.13,0.04
2266,189352910,GPS,0,0,0,0,0,0,,,
2267,189388179,BMP390,20.72,1007.52,-0.7,,,,,,
2268,189447400,BNO,-107.18,2.02,-7.35,-7.31,-61.19,-117.38,-0.02,-0.07,-0.14
2269,189501662,BMP390,20.72,1007.51,-0.65,,,,,,
2270,189560933,BNO,-107.18,2.02,-7.35,-7.31,-61.19,-117.38,0.05,0.16,-0.63
2271,189621582,GPS,0,0,0,0,0,0,,,
2272,189657476,BMP390,20.72,1007.51,-0.66,,,,,,
2273,189716761,BNO,-106.69,1.54,-8.66,-7.31,-61.19,-117.38,0.05,0.16,-0.63
2274,189771969,BMP390,20.72,1007.51,-0.63,,,,,,
2275,189831194,BNO,-106.69,1.54,-8.66,-7.31,-61.19,-117.38,0.19,-0.99,-0.49
2276,189891225,GPS,0,0,0,0,0,0,,,
2277,189927177,BMP390,20.72,1007.51,-0.63,,,,,,
2278,189986401,BNO,-106.69,1.54,-8.66,-4.31,-59.94,-116.38,0.19,-0.99,-0.49
2279,190039106,BMP390,20.72,1007.51,-0.66,,,,,,
2280,190098368,BNO,-106.69,1.54,-8.66,-4.31,-59.94,-116.38,0.07,0.21,0.39
2281,190158768,GPS,0,0,0,0,0,0,,,
2282,190196624,BMP390,20.72,1007.51,-0.65,,,,,,
2283,190255833,BNO,-108.03,1.88,-9.44,-4.31,-59.94,-116.38,0.07,0.21,0.39
2284,190308989,BMP390,20.72,1007.51,-0.66,,,,,,
2285,190368301,BNO,-108.53,2.49,-9.61,-4.31,-59.94,-116.38,0.07,0.21,0.39
2286,190428932,GPS,0,0,0,0,0,0,,,
2287,190464894,BMP390,20.72,1007.51,-0.63,,,,,,
2288,190524164,BNO,-108.35,2.26,-10.03,-4.31,-59.94,-116.38,0.07,0.21,0.39
2289,190577200,BMP390,20.72,1007.51,-0.59,,,,,,
2290,190636473,BNO,-108.8,2.45,-9.09,-4.31,-59.94,-116.38,0.07,0.21,0.39
2291,190698290,GPS,0,0,0,0,0,0,,,
2292,190735419,BMP390,20.72,1007.5,-0.57,,,,,,
2293,190794649,BNO,-109.75,3.8,-8.96,-4.31,-59.94,-116.38,0.07,0.21,0.39
2294,190847024,BMP390,20.71,1007.5,-0.58,,,,,,
2295,190906292,BNO,-109.75,3.8,-8.96,-3.81,-58.81,-117.31,0.07,0.21,0.39
2296,190966727,GPS,0,0,0,0,0,0,,,
2297,191001489,BMP390,20.71,1007.5,-0.55,,,,,,
2298,191060716,BNO,-109.75,3.8,-8.96,-3.81,-58.81,-117.31,-0.19,-0.14,0.26
2299,191113729,BMP390,20.71,1007.51,-0.59,,,,,,
2300,191173006,BNO,-108.9,2.16,-8.94,-3.81,-58.81,-117.31,-0.19,-0.14,0.26
2301,191234776,GPS,0,0,0,0,0,0,,,
2302,191270658,BMP390,20.71,1007.49,-0.5,,,,,,
2303,191329867,BNO,-109.01,2.17,-8.84,-3.81,-58.81,-117.31,-0.19,-0.14,0.26
2304,191383424,BMP390,20.71,1007.49,-0.5,,,,,,
2305,191442591,BNO,-109.01,2.17,-8.84,-3.81,-58.81,-117.31,0.33,-0.25,0.35
2306,191502563,GPS,0,0,0,0,0,0,,,
2307,191538479,BMP390,20.71,1007.5,-0.52,,,,,,
2308,191597680,BNO,-108.58,1.41,-11.24,-3.81,-58.81,-117.31,0.33,-0.25,0.35
2309,191658533,BMP390,20.71,1007.5,-0.56,,,,,,
2310,191717900,BNO,-108.58,1.41,-11.24,-3.81,-58.81,-117.31,0.51,-0.18,0.03
2311,191778622,GPS,0,0,0,0,0,0,,,
2312,191813379,BMP390,20.71,1007.5,-0.54,,,,,,
2313,191872656,BNO,-108.58,1.41,-11.24,-5.06,-58.5,-115.81,0.51,-0.18,0.03
2314,191926600,BMP390,20.71,1007.51,-0.6,,,,,,
2315,191985913,BNO,-109.89,2.28,-11.67,-5.06,-58.5,-115.81,0.51,-0.18,0.03
2316,192046247,GPS,0,0,0,0,0,0,,,
2317,192082643,BMP390,20.71,1007.51,-0.67,,,,,,
2318,192143859,BNO,-109.89,2.28,-11.67,-5.06,-58.5,-115.81,0.11,-0.5,-0.57
2319,192196403,BMP390,20.71,1007.52,-0.7,,,,,,
2320,192255634,BNO,-109.89,2.28,-11.67,-4.25,-59.63,-116.88,0.11,-0.5,-0.57
2321,192315648,GPS,0,0,0,0,0,0,,,
2322,192351575,BMP390,20.71,1007.51,-0.66,,,,,,
2323,192410840,BNO,-110.91,3.63,-11.17,-4.25,-59.63,-116.88,0.11,-0.5,-0.57
2324,192466293,BMP390,20.71,1007.52,-0.73,,,,,,
2325,192525591,BNO,-110.72,3.32,-10.47,-4.25,-59.63,-116.88,0.11,-0.5,-0.57
2326,192586374,GPS,0,0,0,0,0,0,,,
2327,192624257,BMP390,20.71,1007.52,-0.7,,,,,,
2328,192683496,BNO,-110.72,3.32,-10.47,-3.88,-61.06,-117.44,0.11,-0.5,-0.57
2329,192736909,BMP390,20.71,1007.51,-0.62,,,,,,
2330,192796165,BNO,-110.72,3.32,-10.47,-3.88,-61.06,-117.44,0.47,0.02,0.38
2331,192856285,GPS,0,0,0,0,0,0,,,
2332,192892161,BMP390,20.71,1007.51,-0.61,,,,,,
2333,192951410,BNO,-110.72,3.32,-10.47,-3.88,-61.06,-117.44,0.03,0.2,0.54
2334,193003823,BMP390,20.7,1007.51,-0.64,,,,,,
2335,193063052,BNO,-110.72,3.32,-10.47,-7.63,-61.25,-117.94,0.03,0.2,0.54
2336,193124652,GPS,0,0,0,0,0,0,,,
2337,193160640,BMP390,20.71,1007.51,-0.64,,,,,,
2338,193219889,BNO,-108.52,1.58,-8.56,-7.63,-61.25,-117.94,0.03,0.2,0.54
2339,193273625,BMP390,20.7,1007.52,-0.71,,,,,,
2340,193332950,BNO,-108.87,1.88,-8.46,-7.63,-61.25,-117.94,0.03,0.2,0.54
2341,193393732,GPS,0,0,0,0,0,0,,,
2342,193429510,BMP390,20.71,1007.52,-0.68,,,,,,
2343,193488764,BNO,-108.87,1.88,-8.46,-4,-54.06,-113.13,0.03,0.2,0.54
2344,193542809,BMP390,20.7,1007.52,-0.68,,,,,,
2345,193603701,BNO,-108.87,1.88,-8.46,-5.06,-53.56,-113.44,0.03,0.2,0.54
2346,193663821,GPS,0,0,0,0,0,0,,,
2347,193700430,BMP390,20.7,1007.51,-0.6,,,,,,
2348,193759736,BNO,-108.79,1.75,-7.74,-5.06,-53.56,-113.44,0.03,0.2,0.54
2349,193812514,BMP390,20.7,1007.5,-0.51,,,,,,
2350,193871786,BNO,-108.75,1.6,-7.72,-5.06,-53.56,-113.44,0.03,0.2,0.54
2351,193931828,GPS,0,0,0,0,0,0,,,
2352,193967790,BMP390,20.7,1007.5,-0.54,,,,,,
2353,194027081,BNO,-108.79,1.68,-7.67,-5.06,-53.56,-113.44,0.03,0.2,0.54
2354,194083385,BMP390,20.7,1007.51,-0.61,,,,,,
2355,194142693,BNO,-108.8,1.69,-7.44,-5.06,-53.56,-113.44,0.03,0.2,0.54
2356,194203475,GPS,0,0,0,0,0,0,,,
2357,194238786,BMP390,20.7,1007.5,-0.59,,,,,,
2358,194298032,BNO,-108.8,1.69,-7.44,-5.06,-53.56,-113.44,-0.16,-0.02,0.17
2359,194351362,BMP390,20.7,1007.49,-0.49,,,,,,
2360,194410622,BNO,-108.8,1.69,-7.44,-6.44,-62.38,-118.88,-0.16,-0.02,0.17
2361,194470591,GPS,0,0,0,0,0,0,,,
2362,194506391,BMP390,20.7,1007.5,-0.57,,,,,,
2363,194567410,BNO,-108.8,1.69,-7.44,-6.5,-61.75,-117.56,-0.16,-0.02,0.17
2364,194619758,BMP390,20.7,1007.49,-0.49,,,,,,
2365,194679535,BNO,-109.04,1.78,-7.03,-6.5,-61.75,-117.56,-0.16,-0.02,0.17
2366,194739589,GPS,0,0,0,0,0,0,,,
2367,194776586,BMP390,20.7,1007.49,-0.49,,,,,,
2368,194835815,BNO,-109.04,1.78,-7.03,-6.5,-61.75,-117.56,0.27,-0.07,-0.23
2369,194889192,BMP390,20.7,1007.49,-0.5,,,,,,
2370,194948510,BNO,-109.04,1.78,-7.03,-7,-62.63,-117.19,0.27,-0.07,-0.23
2371,195009294,GPS,0,0,0,0,0,0,,,
2372,195047048,BMP390,20.7,1007.5,-0.54,,,,,,
2373,195106322,BNO,-109.04,1.78,-7.03,-7,-62.63,-117.19,0.03,0.08,0.15
2374,195160622,BMP390,20.69,1007.49,-0.48,,,,,,
2375,195219900,BNO,-108.77,1.44,-7.39,-7,-62.63,-117.19,0.03,0.08,0.15
2376,195279867,GPS,0,0,0,0,0,0,,,
2377,195316298,BMP390,20.7,1007.5,-0.57,,,,,,
2378,195375572,BNO,-108.77,1.44,-7.39,-7,-62.63,-117.19,0.09,0.05,0.25
2379,195428455,BMP390,20.69,1007.51,-0.59,,,,,,
2380,195487753,BNO,-108.77,1.44,-7.39,-7,-62.63,-117.19,0.05,0.01,0.13
2381,195549361,GPS,0,0,0,0,0,0,,,
2382,195584995,BMP390,20.69,1007.5,-0.58,,,,,,
2383,195644242,BNO,-109.1,1.85,-7.99,-7,-62.63,-117.19,0.05,0.01,0.13
2384,195697375,BMP390,20.69,1007.5,-0.58,,,,,,
2385,195756678,BNO,-109.1,1.85,-7.99,-7,-62.63,-117.19,-0.01,-0.23,0.03
2386,195817442,GPS,0,0,0,0,0,0,,,
2387,195853463,BMP390,20.69,1007.51,-0.61,,,,,,
2388,195912729,BNO,-108.74,1.22,-8.66,-7,-62.63,-117.19,-0.01,-0.23,0.03
2389,195966126,BMP390,20.69,1007.5,-0.56,,,,,,
2390,196027003,BNO,-108.74,1.22,-8.66,-7,-62.63,-117.19,0.26,-0.26,-0.43
2391,196087085,GPS,0,0,0,0,0,0,,,
2392,196123842,BMP390,20.69,1007.5,-0.58,,,,,,
2393,196183088,BNO,-109.89,2.68,-10.72,-7,-62.63,-117.19,0.26,-0.26,-0.43
2394,196235216,BMP390,20.69,1007.51,-0.62,,,,,,
2395,196294539,BNO,-109.58,2.39,-11.49,-7,-62.63,-117.19,0.26,-0.26,-0.43
2396,196354897,GPS,0,0,0,0,0,0,,,
2397,196390399,BMP390,20.69,1007.51,-0.62,,,,,,
2398,196449641,BNO,-109.15,1.98,-11.09,-7,-62.63,-117.19,0.26,-0.26,-0.43
2399,196504247,BMP390,20.69,1007.5,-0.58,,,,,,
2400,196563596,BNO,-109.28,1.78,-10.91,-7,-62.63,-117.19,0.26,-0.26,-0.43
2401,196624371,GPS,0,0,0,0,0,0,,,
2402,196660178,BMP390,20.69,1007.5,-0.58,,,,,,
2403,196719462,BNO,-109.28,1.78,-10.91,-7,-62.63,-117.19,0.52,-0.4,0.13
2404,196772377,BMP390,20.69,1007.51,-0.64,,,,,,
2405,196831667,BNO,-109.88,1.93,-10.9,-7,-62.63,-117.19,0.52,-0.4,0.13
2406,196891676,GPS,0,0,0,0,0,0,,,
2407,196929212,BMP390,20.69,1007.5,-0.57,,,,,,
2408,196988544,BNO,-109.88,1.93,-10.9,-7,-62.63,-117.19,0.11,0.09,0.09
2409,197042886,BMP390,20.69,1007.5,-0.54,,,,,,
2410,197102221,BNO,-109.73,1.76,-11.69,-7,-62.63,-117.19,0.11,0.09,0.09
2411,197162741,GPS,0,0,0,0,0,0,,,
2412,197198255,BMP390,20.69,1007.5,-0.53,,,,,,
2413,197257460,BNO,-109.73,1.76,-11.69,-7,-62.63,-117.19,0.39,-0.43,-0.24
2414,197310252,BMP390,20.68,1007.5,-0.55,,,,,,
2415,197369527,BNO,-109.73,1.76,-11.69,-4.25,-57.63,-115.94,0.39,-0.43,-0.24
2416,197431788,GPS,0,0,0,0,0,0,,,
2417,197467746,BMP390,20.68,1007.5,-0.51,,,,,,
2418,197527018,BNO,-109.63,1.66,-11.61,-4.25,-57.63,-115.94,0.39,-0.43,-0.24
2419,197580246,BMP390,20.68,1007.49,-0.49,,,,,,
2420,197639492,BNO,-109.63,1.66,-11.61,-4.25,-57.63,-115.94,-0.24,0.15,0.28
2421,197699568,GPS,0,0,0,0,0,0,,,
2422,197735491,BMP390,20.68,1007.48,-0.42,,,,,,
2423,197794846,BNO,-109.43,1.08,-10.85,-4.25,-57.63,-115.94,-0.24,0.15,0.28
2424,197848116,BMP390,20.68,1007.49,-0.43,,,,,,
2425,197909295,BNO,-109.43,1.08,-10.85,-4.25,-57.63,-115.94,0.2,-0.32,0.01
2426,197969976,GPS,0,0,0,0,0,0,,,
2427,198005373,BMP390,20.68,1007.49,-0.42,,,,,,
2428,198064677,BNO,-109.43,1.08,-10.85,-3.81,-58.5,-116.94,0.2,-0.32,0.01
2429,198117994,BMP390,20.68,1007.48,-0.37,,,,,,
2430,198177467,BNO,-109.71,1.04,-11.38,-3.81,-58.5,-116.94,0.2,-0.32,0.01
2431,198238018,GPS,0,0,0,0,0,0,,,
2432,198274032,BMP390,20.68,1007.48,-0.35,,,,,,
2433,198333403,BNO,-110.25,1.81,-10.76,-3.81,-58.5,-116.94,0.2,-0.32,0.01
2434,198388150,BMP390,20.68,1007.48,-0.4,,,,,,
2435,198447380,BNO,-110.25,1.81,-10.76,-4.25,-57.63,-116.38,0.2,-0.32,0.01
2436,198507460,GPS,0,0,0,0,0,0,,,
2437,198543439,BMP390,20.68,1007.48,-0.39,,,,,,
2438,198602714,BNO,-109.77,1.25,-10.82,-4.25,-57.63,-116.38,0.2,-0.32,0.01
2439,198657574,BMP390,20.68,1007.48,-0.39,,,,,,
2440,198716915,BNO,-109.59,0.81,-10.4,-4.25,-57.63,-116.38,0.2,-0.32,0.01
2441,198777628,GPS,0,0,0,0,0,0,,,
2442,198814052,BMP390,20.68,1007.48,-0.39,,,,,,
2443,198875144,BNO,-110.16,1.35,-12.5,-4.25,-57.63,-116.38,0.2,-0.32,0.01
2444,198928249,BMP390,20.68,1007.47,-0.31,,,,,,
2445,198987520,BNO,-110.13,0.96,-11.36,-4.25,-57.63,-116.38,0.2,-0.32,0.01
2446,199047837,GPS,0,0,0,0,0,0,,,
2447,199083762,BMP390,20.68,1007.48,-0.35,,,,,,
2448,199143032,BNO,-110.13,0.96,-11.36,-5.25,-58,-117.25,0.2,-0.32,0.01
2449,199195538,BMP390,20.68,1007.48,-0.37,,,,,,
2450,199254786,BNO,-109.51,0.42,-9.7,-5.25,-58,-117.25,0.2,-0.32,0.01
2451,199314863,GPS,0,0,0,0,0,0,,,
2452,199352133,BMP390,20.68,1007.49,-0.44,,,,,,
2453,199411359,BNO,-109.51,0.42,-9.7,-3.81,-56.75,-116,0.2,-0.32,0.01
2454,199464524,BMP390,20.68,1007.48,-0.41,,,,,,
2455,199523849,BNO,-109.67,0.7,-11.38,-3.81,-56.75,-116,0.2,-0.32,0.01
2456,199584608,GPS,0,0,0,0,0,0,,,
2457,199619460,BMP390,20.68,1007.48,-0.36,,,,,,
2458,199679210,BNO,-109.67,0.7,-11.38,-3.81,-56.75,-116,-0.38,0.31,0.35
2459,199734038,BMP390,20.68,1007.48,-0.39,,,,,,
2460,199793303,BNO,-109.32,0.61,-10.43,-3.81,-56.75,-116,-0.38,0.31,0.35
2461,199854984,GPS,0,0,0,0,0,0,,,
2462,199891007,BMP390,20.68,1007.49,-0.43,,,,,,
2463,199950295,BNO,-110.26,1.1,-11.22,-3.81,-56.75,-116,-0.38,0.31,0.35
2464,200003345,BMP390,20.67,1007.49,-0.49,,,,,,
2465,200062629,BNO,-110.26,1.1,-11.22,-3.81,-56.75,-116,0.79,0.03,0.14
2466,200122797,GPS,0,0,0,0,0,0,,,
2467,200158831,BMP390,20.67,1007.49,-0.47,,,,,,
2468,200218091,BNO,-109.35,0.32,-10.59,-3.81,-56.75,-116,0.79,0.03,0.14
2469,200270773,BMP390,20.67,1007.5,-0.51,,,,,,
2470,200331684,BNO,-109.35,0.32,-10.59,-3.81,-56.75,-116,0.14,-0.3,-0.4
2471,200392452,GPS,0,0,0,0,0,0,,,
2472,200428192,BMP390,20.67,1007.49,-0.5,,,,,,
2473,200487449,BNO,-109.58,0.82,-11.61,-3.81,-56.75,-116,0.14,-0.3,-0.4
2474,200541435,BMP390,20.67,1007.48,-0.42,,,,,,
2475,200600694,BNO,-109.53,0.56,-10.54,-3.81,-56.75,-116,0.14,-0.3,-0.4
2476,200660697,GPS,0,0,0,0,0,0,,,
2477,200696434,BMP390,20.67,1007.48,-0.35,,,,,,
2478,200755675,BNO,-109.53,0.56,-10.54,-5.75,-58.25,-116.69,0.14,-0.3,-0.4
2479,200808663,BMP390,20.67,1007.47,-0.28,,,,,,
2480,200867974,BNO,-109.4,0.06,-9.81,-5.75,-58.25,-116.69,0.14,-0.3,-0.4
2481,200928098,GPS,0,0,0,0,0,0,,,
2482,200963571,BMP390,20.67,1007.47,-0.27,,,,,,
2483,201022769,BNO,-109.4,0.06,-9.81,-4.88,-58.56,-117.69,0.14,-0.3,-0.4
2484,201076075,BMP390,20.67,1007.46,-0.24,,,,,,
2485,201135397,BNO,-109.4,0.06,-9.81,-6.63,-58.81,-115.31,0.14,-0.3,-0.4
2486,201196202,GPS,0,0,0,0,0,0,,,
